Source,Target,Type,Id,Label,Weight
Битрикс,Работа в CRM-системах,Undirected,1884,,4
Разработка маркетинговых стратегий,Продвижение продукта,Undirected,1885,,20
Adobe Illustrator,Проведение закупок,Undirected,1887,,2
Управление ассортиментом,Креативное мышление,Undirected,1888,,8
Мобильная разработка (IOS),Страхование,Undirected,1889,,1
Разработка документации,Лидерство и управление персоналом,Undirected,1890,,2
Управление продуктом,Управление проектами,Undirected,1891,,639
Организаторские навыки,Системное и интегративное мышление,Undirected,1892,,41
Microsoft PowerPoint,SolidWorks,Undirected,1893,,5
Adobe Illustrator,Управление проектами,Undirected,1894,,2
Управление и планирование продаж,Анализ данных,Undirected,1895,,18
Microsoft Power BI,Креативное мышление,Undirected,1896,,4
Работа с маркетплейсами,Работа с маркетплейсами,Undirected,1897,,20
Умение мотивировать и адаптировать персонал,Коучинг и проведение тренингов,Undirected,1898,,9
Business studio,Управление рисками,Undirected,1900,,1
Python,Математический анализ,Undirected,1902,,2
Python,Знание базовых принципов разработки,Undirected,1903,,2
Знание банковских продуктов и услуг,QA / Тестирование,Undirected,1904,,2
Системное и интегративное мышление,Статистическая обработка данных,Undirected,1905,,5
Оценка стоимости имущества,Управление проектами,Undirected,1906,,3
Анализ продаж,Аналитическое мышление,Undirected,1907,,30
Анализ данных,Управление рисками,Undirected,1908,,3
Создание презентационных материалов,Базовые знания ПК,Undirected,1909,,15
Написание статей,Многозадачность,Undirected,1910,,1
Битрикс,Создание презентационных материалов,Undirected,1911,,4
Управление продуктом,Управление продуктом,Undirected,1912,,267
Логическое мышление,Объектно-ориентированное программирование,Undirected,1913,,2
Работа с инвесторами,Анализ конкурентной среды,Undirected,1914,,1
RabbitMQ,Системный анализ,Undirected,1915,,1
Работа в системах управления проектами,Коммуникативная грамотность,Undirected,1916,,28
Управление проектами,Oracle Database,Undirected,1917,,7
Моделирование рисков,Управление кредитными и процентными рисками,Undirected,1918,,3
"Знание, соблюдение и обеспечение техники безопасности",Ведение отчетности,Undirected,1920,,5
Продвижение продукта,Продвижение продукта,Undirected,1921,,2
Simulink,Знание базовых принципов разработки,Undirected,1922,,2
ARIS,Microsoft Power BI,Undirected,1923,,1
"Использование моделей IaaS, PaaS, SaaS",Бюджетирование,Undirected,1924,,1
Управление продуктом,Бюджетирование,Undirected,1925,,11
Microsoft Office,Ведение отчетности,Undirected,1926,,1
Проведение A/B тестирования,Применение метода Customer Development,Undirected,1927,,7
AutoCAD,Обучаемость и адаптивность,Undirected,1928,,2
Управление и планирование продаж,Управление брендом,Undirected,1929,,14
Управление рисками,Управление рисками,Undirected,1930,,9
Подбор персонала,Управление проектами,Undirected,1931,,4
Веб-аналитика,Бюджетирование,Undirected,1932,,9
Аналитическое мышление,Оценка стоимости имущества,Undirected,1934,,1
Целеустремленность и работоспособность,Работа в команде,Undirected,1935,,73
Анализ рынка,Формирование технических заданий,Undirected,1936,,24
Анализ потребителей,Продвижение продукта,Undirected,1937,,7
Управление производством,Маркетинг,Undirected,1938,,2
Business studio,Организация и управление бизнес-процессами,Undirected,1939,,14
Математический анализ,Многозадачность,Undirected,1940,,2
Продвижение продукта,Стрессоустойчивость,Undirected,1941,,1
Научно-исследовательская работа,Подготовка коммерческих предложений,Undirected,1942,,7
Многозадачность,Консультирование и ведение клиентов,Undirected,1943,,11
Работа с Blockchain и цифровыми финансовыми активами,Работа в команде,Undirected,1944,,1
Ведение финансовой отчетности,Анализ конкурентной среды,Undirected,1945,,1
Аналитическое мышление,"Использование моделей IaaS, PaaS, SaaS",Undirected,1946,,1
Коммуникативная грамотность,Параллельное программирование,Undirected,1947,,1
Анализ данных,Знание английского языка,Undirected,1948,,28
Анализ данных,Статистическая обработка данных,Undirected,1949,,26
Управление брендом,QA / Тестирование,Undirected,1950,,2
Управление продуктом,Qlik Sense,Undirected,1951,,1
Продвижение в социальных сетях,Настройка таргетированной рекламы,Undirected,1952,,11
Продажи,Microsoft PowerPoint,Undirected,1953,,10
Составление карты пути клиента (CJM),Оптимизация бизнес-процессов,Undirected,1954,,3
Базовые знания ПК,Разработка стратегии,Undirected,1955,,3
Анализ инвестиционных проектов,Публичные выступления и проведение презентаций,Undirected,1956,,2
Анализ потребителей,Управление проектами,Undirected,1957,,30
Обучаемость и адаптивность,Публичные выступления и проведение презентаций,Undirected,1958,,14
Формирование технических заданий,Знания в области силовой электроники,Undirected,1960,,1
Знания в области логистики,Оптимизация бизнес-процессов,Undirected,1961,,1
Анализ данных,Логическое мышление,Undirected,1962,,22
Проведение интервью,Проведение интервью,Undirected,1963,,30
Проведение процедуры банкротства,Проведение маркетинговых исследований,Undirected,1964,,1
Управление данными,Аналитическое мышление,Undirected,1965,,8
Microsoft Power BI,SAP,Undirected,1966,,2
Simulink,Организаторские навыки,Undirected,1967,,1
Управление проектами,Управление данными,Undirected,1968,,9
Разработка конструкторской документации,Управление проектами,Undirected,1969,,4
Лидерство и управление персоналом,Статистическая обработка данных,Undirected,1970,,2
Публичные выступления и проведение презентаций,Управление и планирование продаж,Undirected,1971,,8
Знание английского языка,Ведение документооборота,Undirected,1972,,2
Power Query,Научно-исследовательская работа,Undirected,1973,,12
Коммуникативная грамотность,Организация и проведение рекламных кампаний,Undirected,1974,,3
Научно-исследовательская работа,Управление кредитными и процентными рисками,Undirected,1975,,1
Управление производством,Организация и управление бизнес-процессами,Undirected,1976,,12
Организация и управление бизнес-процессами,Поиск и привлечение новых клиентов,Undirected,1977,,12
Обучаемость и адаптивность,Участие в профессиональных выставках,Undirected,1978,,4
Microsoft Excel,PostgreSQL,Undirected,1979,,1
Базовая инструментальная грамотность,Проведение маркетинговых исследований,Undirected,1980,,62
WordPress,CorelDRAW,Undirected,1982,,2
Базовые знания ПК,Лидерство и управление персоналом,Undirected,1983,,8
Анализ финансово-хозяйственной деятельности,Научно-исследовательская работа,Undirected,1984,,5
Microsoft Visio,Составление договоров,Undirected,1985,,3
AutoCAD,Организация и управление бизнес-процессами,Undirected,1986,,8
Клиентоориентированность,Лидерство,Undirected,1987,,7
DevOps,Kubernetes,Undirected,1988,,4
Критическое мышление,Продвижение продукта,Undirected,1989,,3
Simatic WinCC,Монтаж инженерных сетей и систем,Undirected,1990,,18
Поисковая оптимизация сайтов (SEO),Медиапланирование,Undirected,1991,,4
Работа с маркетплейсами,Оптимизация бизнес-процессов,Undirected,1992,,5
API,Hadoop,Undirected,1995,,1
QGIS,Анализ потребителей,Undirected,1996,,1
Организация и контроль промо-акций,Управление брендом,Undirected,1997,,2
Аналитическое мышление,Создание презентационных материалов,Undirected,1998,,115
Системное и интегративное мышление,Системный анализ,Undirected,1999,,8
Навыки работы с каналами сбыта продукции,Поисковая оптимизация сайтов (SEO),Undirected,2001,,2
Проведение лабораторной диагностики,Управление и планирование продаж,Undirected,2002,,4
Знание основ в области маркетинга,Разработка нормативной документации,Undirected,2003,,6
API,Разработка пользовательских сценариев,Undirected,2004,,1
Продажи,Составление карты пути клиента (CJM),Undirected,2005,,27
Электролиз,Знания в области химической технологии,Undirected,2006,,2
UI/UX Дизайн,Взаимодействие с клиентами и заказчиками,Undirected,2007,,3
Научно-исследовательская работа,Математический анализ,Undirected,2008,,8
Microsoft Power BI,Инициативность,Undirected,2009,,4
Mindbox,Управление проектами,Undirected,2010,,1
"Знание, соблюдение и обеспечение пожарной безопасности",Юридическое сопровождение,Undirected,2011,,2
Базовая инструментальная грамотность,Статистическая обработка данных,Undirected,2012,,6
amoCRM,Оптимизация бизнес-процессов,Undirected,2013,,1
Microsoft Visio,PostgreSQL,Undirected,2014,,1
Научно-исследовательская работа,Чтение технической документации,Undirected,2015,,15
Python,Анализ данных,Undirected,2016,,4
Веб-аналитика,Управление ассортиментом,Undirected,2017,,1
Разработка айдентики бренда,Организаторские навыки,Undirected,2018,,1
Медиапланирование,Управление проектами,Undirected,2019,,13
Разработка айдентики бренда,Работа в команде,Undirected,2020,,1
Разработка маркетинговых стратегий,Проведение интервью,Undirected,2021,,19
Управление продуктом,Oracle Database,Undirected,2022,,5
Microsoft Visio,Целеустремленность и работоспособность,Undirected,2023,,16
Базовая инструментальная грамотность,Ведение документооборота,Undirected,2024,,28
Ведение бухгалтерского учета,Аналитическое мышление,Undirected,2025,,1
Математический анализ,Оценка стоимости имущества,Undirected,2026,,1
Ведение финансовой отчетности,Критическое мышление,Undirected,2027,,1
Креативное мышление,Упаковка товаров,Undirected,2028,,2
Microsoft Word,Аналитическое мышление,Undirected,2029,,6
SWOT- и PEST-анализ,Анализ продаж,Undirected,2030,,8
Google Sheets,Базовая инструментальная грамотность,Undirected,2031,,1
Научно-исследовательская работа,"Использование моделей IaaS, PaaS, SaaS",Undirected,2032,,6
Проведение маркетинговых исследований,Организация и управление бизнес-процессами,Undirected,2033,,73
Веб-аналитика,Анализ потребителей,Undirected,2034,,1
Microsoft Excel,Консультирование и ведение клиентов,Undirected,2035,,3
Знание английского языка,Экспедирование и транспортная логистика,Undirected,2036,,2
Знание английского языка,Системный анализ,Undirected,2037,,1
Знание основ в области маркетинга,Управленческое консультирование,Undirected,2038,,1
Анализ рынка,Продвижение продукта,Undirected,2039,,29
Взаимодействие с клиентами и заказчиками,Бюджетирование,Undirected,2040,,3
Разработка программного обеспечения,Продвижение продукта,Undirected,2041,,1
Управление продуктом,Подготовка коммерческих предложений,Undirected,2042,,6
Adobe Photoshop,Microsoft PowerPoint,Undirected,2043,,5
Анализ продаж,Битрикс,Undirected,2044,,3
Продажи,Работа в команде,Undirected,2045,,58
Работа в системах управления проектами,Научно-исследовательская работа,Undirected,2046,,72
Публичные выступления и проведение презентаций,Статистическая обработка данных,Undirected,2048,,18
Разработка пользовательских сценариев,Мобильная разработка (Android),Undirected,2050,,2
Управление проектами,Разработка программного обеспечения,Undirected,2052,,10
Figma,Информационная грамотность,Undirected,2054,,2
Проведение маркетинговых исследований,Веб-дизайн,Undirected,2056,,2
Знание основ в области маркетинга,Упаковка товаров,Undirected,2057,,4
Коммуникативная грамотность,Внешнеэкономическая деятельность,Undirected,2058,,8
Управление продуктом,Научно-исследовательская работа,Undirected,2059,,410
Маркетинг,Веб-аналитика,Undirected,2061,,1
Научно-исследовательская работа,Разработка маркетинговых стратегий,Undirected,2062,,94
Знание английского языка,Креативное мышление,Undirected,2063,,21
1С: ERP,Лидерство и управление персоналом,Undirected,2064,,2
Анализ конкурентной среды,Медиапланирование,Undirected,2065,,3
Microsoft Word,Коммуникативная грамотность,Undirected,2066,,14
Работа в CRM-системах,Клиентоориентированность,Undirected,2067,,5
Аналитическое мышление,Подбор персонала,Undirected,2068,,2
Базовая инструментальная грамотность,Купля-продажа финансовых активов,Undirected,2069,,2
Анализ рынка,Организация и контроль промо-акций,Undirected,2070,,8
Проведение маркетинговых исследований,Базовые знания ПК,Undirected,2071,,36
Медиапланирование,Разработка стратегии,Undirected,2072,,3
Разработка айдентики бренда,Знание основ в области маркетинга,Undirected,2073,,1
Коммуникативная грамотность,Коммуникативная грамотность,Undirected,2074,,399
Многозадачность,Обучаемость и адаптивность,Undirected,2075,,18
Работа с ERP-системами,Проведение интервью,Undirected,2076,,4
Confluence,Системный анализ,Undirected,2077,,8
CorelDRAW,Администрирование сайтов,Undirected,2078,,2
Составление карты пути клиента (CJM),Управленческое консультирование,Undirected,2079,,4
Аналитическое мышление,Производственное планирование,Undirected,2080,,1
Аудит информационных систем и безопасности,Организация и управление бизнес-процессами,Undirected,2081,,1
Adobe Illustrator,Базовые знания ПК,Undirected,2082,,2
BPMN,Google Analytics,Undirected,2083,,1
Анализ конкурентной среды,Коучинг и проведение тренингов,Undirected,2085,,9
Проведение закупок,Продвижение продукта,Undirected,2086,,2
Работа с инвесторами,Системное и интегративное мышление,Undirected,2087,,1
Анализ данных,Производственное планирование,Undirected,2088,,1
Microsoft Excel,Управление проектами,Undirected,2089,,131
Клиентоориентированность,Информационная грамотность,Undirected,2090,,3
Microsoft Access,Информационная грамотность,Undirected,2091,,2
Графический дизайн,Проведение маркетинговых исследований,Undirected,2092,,1
Анализ продаж,Математический анализ,Undirected,2093,,1
Организация и управление бизнес-процессами,"Ремонт гаджетов, бытовой техники и оргтехники",Undirected,2095,,2
UI/UX Дизайн,Анализ рынка,Undirected,2096,,17
Microsoft Access,Продажи,Undirected,2097,,2
Разработка и внедрение системы KPI,Консультирование и ведение клиентов,Undirected,2098,,3
Химический анализ,Управление проектами,Undirected,2099,,6
Коучинг и проведение тренингов,Продвижение продукта,Undirected,2100,,1
Внешнеэкономическая деятельность,Управление проектами,Undirected,2101,,5
Power Pivot,Анализ данных,Undirected,2103,,2
Продажи,Создание промо-роликов и анонсов,Undirected,2104,,2
Поисковая оптимизация сайтов (SEO),Настройка таргетированной рекламы,Undirected,2105,,18
Kubernetes,Apache Kafka,Undirected,2106,,2
Проведение закупок,Управление брендом,Undirected,2108,,1
Знание банковских продуктов и услуг,Управленческое консультирование,Undirected,2109,,2
Математическое моделирование,Разработка маркетинговых стратегий,Undirected,2110,,1
Продажи,Проведение интервью,Undirected,2111,,26
Проведение маркетинговых исследований,UML,Undirected,2112,,7
SAP,Разработка пользовательских сценариев,Undirected,2113,,1
Написание статей,Организаторские навыки,Undirected,2114,,13
Публичные выступления и проведение презентаций,Разработка нормативной документации,Undirected,2115,,5
Публичные выступления и проведение презентаций,Технический перевод,Undirected,2116,,1
Медиапланирование,Системное и интегративное мышление,Undirected,2117,,1
Клиентоориентированность,Публичные выступления и проведение презентаций,Undirected,2118,,11
Ведение документооборота,Управление проектами,Undirected,2119,,54
Поиск и привлечение новых клиентов,Выполнение сантехнических работ,Undirected,2120,,2
3D печать,Научно-исследовательская работа,Undirected,2121,,3
Многозадачность,Управление брендом,Undirected,2122,,6
Simulink,Научно-исследовательская работа,Undirected,2123,,1
Организация и управление бизнес-процессами,Маркировка,Undirected,2124,,2
Python,Управление ассортиментом,Undirected,2125,,1
Анализ данных,Ведение отчетности,Undirected,2126,,15
Анализ данных,Управление лояльностью клиентов,Undirected,2127,,1
Ведение отчетности,"Знание, соблюдение и обеспечение пожарной безопасности",Undirected,2129,,2
Microsoft Excel,Креативное мышление,Undirected,2130,,18
Работа с автоматизированными системами управления,Техническая грамотность,Undirected,2131,,9
Коммуникативная грамотность,Лидерство и управление персоналом,Undirected,2132,,230
Оптимизация бизнес-процессов,QA / Тестирование,Undirected,2133,,3
Знание основ в области маркетинга,Маркетинг,Undirected,2134,,4
UI/UX Дизайн,Многозадачность,Undirected,2135,,5
Microsoft Office,Целеустремленность и работоспособность,Undirected,2137,,3
Microsoft Excel,Работа с жилой недвижимостью,Undirected,2138,,2
Мобильная разработка (Android),Мобильная разработка (IOS),Undirected,2139,,3
Продажи,Анализ данных,Undirected,2140,,71
Работа в CRM-системах,Управление ассортиментом,Undirected,2141,,1
Ведение документооборота,"Знание, соблюдение и обеспечение техники безопасности",Undirected,2142,,8
Организаторские навыки,Создание презентационных материалов,Undirected,2144,,54
Управление затратами,Управление затратами,Undirected,2145,,2
Знание английского языка,Многозадачность,Undirected,2146,,40
Microsoft PowerPoint,Анализ продукта,Undirected,2147,,2
Управление проектами,Юридическое сопровождение,Undirected,2148,,2
Проведение маркетинговых исследований,Ведение управленческой отчетности,Undirected,2149,,1
Взаимодействие с образовательными организациями,Математический анализ,Undirected,2150,,1
Научно-исследовательская работа,Анализ продукта,Undirected,2151,,5
BPMN,Финансовый анализ,Undirected,2152,,1
Чтение технической документации,"Знание, соблюдение и обеспечение техники безопасности",Undirected,2153,,4
Работа в системах управления проектами,Qlik Sense,Undirected,2154,,1
Коммуникативная грамотность,Упаковка товаров,Undirected,2155,,2
Анализ финансово-хозяйственной деятельности,Управление и планирование продаж,Undirected,2156,,3
MATLAB,Взаимодействие с образовательными организациями,Undirected,2157,,1
Математическое моделирование,Чтение технической документации,Undirected,2158,,1
Лидерство,Самоорганизованность,Undirected,2159,,24
Ведение отчетности,Ведение отчетности,Undirected,2160,,1
Навыки работы с каналами сбыта продукции,Работа с маркетплейсами,Undirected,2161,,14
Подбор персонала,Базовые знания ПК,Undirected,2162,,2
SWOT- и PEST-анализ,Microsoft Excel,Undirected,2163,,14
DAX,Знание английского языка,Undirected,2164,,4
Обслуживание клиентов банка,Qlik Sense,Undirected,2165,,2
Логическое мышление,Внимательность,Undirected,2166,,2
SWOT- и PEST-анализ,Многозадачность,Undirected,2167,,11
3D печать,Умение преподавать,Undirected,2168,,1
Управление продуктом,Стрессоустойчивость,Undirected,2169,,2
Научно-исследовательская работа,Разработка пользовательских сценариев,Undirected,2170,,24
Целеустремленность и работоспособность,Многозадачность,Undirected,2171,,26
Лидерство,Формирование технических заданий,Undirected,2172,,2
Разработка маркетинговых стратегий,Работа с дебиторской задолженностью,Undirected,2173,,1
Microsoft Project,Веб-аналитика,Undirected,2174,,1
Аналитическое мышление,Медиапланирование,Undirected,2175,,4
Разработка нормативной документации,Ведение документооборота,Undirected,2176,,3
Креативное мышление,Работа с маркетплейсами,Undirected,2177,,1
Проектное финансирование,Управление проектами,Undirected,2178,,6
Microsoft Excel,Системное и интегративное мышление,Undirected,2179,,21
Оптимизация бизнес-процессов,Разработка нормативной документации,Undirected,2180,,10
Разработка айдентики бренда,Коммуникативная грамотность,Undirected,2181,,1
Создание и дистрибуция контента,Организаторские навыки,Undirected,2182,,6
1С: ERP,Анализ данных,Undirected,2183,,4
Microsoft Outlook,Организация и управление бизнес-процессами,Undirected,2184,,8
Бюджетирование,Работа с инвесторами,Undirected,2186,,1
Продажи,Выполнение производственного технического контроля,Undirected,2187,,2
Управление продуктом,Лидерство и управление персоналом,Undirected,2188,,121
Microsoft Word,Ответственность и проактивность,Undirected,2189,,12
Составление карты пути клиента (CJM),"Использование моделей IaaS, PaaS, SaaS",Undirected,2190,,4
Проведение закупок,Выполнение сантехнических работ,Undirected,2191,,2
Microsoft Excel,Разработка пользовательских сценариев,Undirected,2192,,4
Анализ данных,Разработка маркетинговых стратегий,Undirected,2193,,29
Продажи,Поисковая оптимизация сайтов (SEO),Undirected,2194,,62
Медиапланирование,Работа в команде,Undirected,2196,,3
HTML/CSS,Управление проектами,Undirected,2197,,14
Коммуникативная грамотность,Знания в области электротехники,Undirected,2198,,4
Работа с маркетплейсами,Обеспечение информационной безопасности,Undirected,2200,,1
Adobe Illustrator,Работа в команде,Undirected,2201,,2
Моделирование рисков,Информационная грамотность,Undirected,2202,,8
Коммуникативная грамотность,Работа в CRM-системах,Undirected,2204,,35
Системный анализ,Управление рисками,Undirected,2205,,1
Adobe Photoshop,Лидерство и управление персоналом,Undirected,2206,,1
Анализ продаж,Организация и управление бизнес-процессами,Undirected,2207,,17
Управление проектами,Работа в системах управления проектами,Undirected,2208,,119
UML,Организация и управление бизнес-процессами,Undirected,2209,,1
Производственное планирование,Управление проектами,Undirected,2211,,1
Создание презентационных материалов,Самоорганизованность,Undirected,2212,,23
Администрирование сайтов,Подготовка пресс-релизов,Undirected,2213,,2
Системное и интегративное мышление,Консультирование и ведение клиентов,Undirected,2214,,3
Анализ продаж,Работа с жилой недвижимостью,Undirected,2215,,1
Креативное мышление,Анализ продукта,Undirected,2216,,2
Работа в LMS-системах,Разработка нормативной документации,Undirected,2217,,3
Confluence,Системное и интегративное мышление,Undirected,2218,,1
Работа в команде,Работа с конфликтами,Undirected,2219,,3
Целеустремленность и работоспособность,Работа с дебиторской задолженностью,Undirected,2220,,1
Работа в системах управления проектами,"Использование моделей IaaS, PaaS, SaaS",Undirected,2221,,1
Проектно-конструкторская деятельность,Управление продуктом,Undirected,2222,,5
Ведение отчетности,Выполнение сантехнических работ,Undirected,2223,,2
Ведение документооборота,Ведение отчетности,Undirected,2224,,12
Знания в области гидрометаллургии,Управление проектами,Undirected,2225,,2
UI/UX Дизайн,Клиентоориентированность,Undirected,2226,,4
Применение метода Customer Development,Аналитическое мышление,Undirected,2227,,12
Microsoft Excel,Выполнение производственного технического контроля,Undirected,2228,,1
Выполнение производственного технического контроля,Лидерство и управление персоналом,Undirected,2229,,2
Анализ конкурентной среды,Выполнение сантехнических работ,Undirected,2231,,4
UI/UX Дизайн,QA / Тестирование,Undirected,2232,,6
QUIK,Креативное мышление,Undirected,2233,,2
Составление карты пути клиента (CJM),Организация и управление бизнес-процессами,Undirected,2234,,2
1С: ERP,Анализ целевой аудитории,Undirected,2235,,2
Базовые знания ПК,Учет товарно-материальных ценностей,Undirected,2236,,4
Визуализация данных,Креативное мышление,Undirected,2237,,2
Ответственность и проактивность,Создание презентационных материалов,Undirected,2238,,2
Научно-исследовательская работа,Работа в команде,Undirected,2239,,247
Клиентоориентированность,Проведение интервью,Undirected,2240,,6
Лидерство и управление персоналом,Ведение документооборота,Undirected,2241,,4
ARIS,Управление производством,Undirected,2242,,2
Многозадачность,Работа с конфликтами,Undirected,2243,,6
Microsoft PowerPoint,Разработка стратегии,Undirected,2244,,26
MySQL,Ведение отчетности,Undirected,2245,,1
Figma,Разработка стратегии,Undirected,2246,,4
Управление продуктом,SAP,Undirected,2247,,7
DAX,Microsoft Power BI,Undirected,2248,,5
DevOps,Самоорганизованность,Undirected,2249,,2
Анализ конкурентной среды,Коммуникативная грамотность,Undirected,2250,,201
Microsoft PowerPoint,Управленческое консультирование,Undirected,2251,,34
Формирование технических заданий,Химический анализ,Undirected,2252,,1
Организация и проведение рекламных кампаний,Формирование технических заданий,Undirected,2253,,4
Целеустремленность и работоспособность,Системный анализ,Undirected,2254,,1
Анализ данных,Организация и управление бизнес-процессами,Undirected,2255,,33
Формирование технических заданий,Настройка таргетированной рекламы,Undirected,2256,,11
Amplitude,Управление проектами,Undirected,2257,,5
Применение методов BTL,Управление проектами,Undirected,2258,,1
Умение мотивировать и адаптировать персонал,Продвижение продукта,Undirected,2259,,1
Продажи,"Использование моделей IaaS, PaaS, SaaS",Undirected,2260,,10
Научно-исследовательская работа,Маркировка,Undirected,2261,,1
Управление и планирование продаж,Коучинг и проведение тренингов,Undirected,2262,,10
Работа с ERP-системами,Контроль качества,Undirected,2263,,2
Разработка документации,Разработка нормативной документации,Undirected,2264,,2
Microsoft Visio,Публичные выступления и проведение презентаций,Undirected,2265,,19
Разработка PR стратегии,Управление проектами,Undirected,2266,,1
Продажи,Проведение лабораторной диагностики,Undirected,2267,,20
Анализ продаж,Проведение маркетинговых исследований,Undirected,2268,,38
Анализ продаж,Обучаемость и адаптивность,Undirected,2269,,6
Составление карты пути клиента (CJM),Лидерство и управление персоналом,Undirected,2270,,3
Microsoft Power BI,Управление рисками,Undirected,2271,,12
Amplitude,Веб-аналитика,Undirected,2272,,3
Управление продуктом,PostgreSQL,Undirected,2273,,7
Продажи,Управление проектами,Undirected,2274,,325
Python,Научно-исследовательская работа,Undirected,2275,,7
Знание нормативно-правовых документов,Работа в команде,Undirected,2276,,6
Коммуникативная грамотность,Маркировка,Undirected,2277,,1
Лидерство,Целеустремленность и работоспособность,Undirected,2278,,11
API,SAP,Undirected,2279,,20
Google Docs,Составление договоров,Undirected,2280,,2
Анализ ценообразования,Ведение управленческой отчетности,Undirected,2281,,1
MATLAB,Публичные выступления и проведение презентаций,Undirected,2282,,3
Продажи,Управление и планирование продаж,Undirected,2283,,190
Научно-исследовательская работа,Научно-исследовательская работа,Undirected,2284,,92
IBM SPSS Statistics,Коммуникативная грамотность,Undirected,2285,,5
Веб-дизайн,Написание статей,Undirected,2286,,2
Битрикс,Многозадачность,Undirected,2287,,8
Управление продуктом,Моделирование рисков,Undirected,2288,,5
Знание базовых принципов разработки,Аналитическое мышление,Undirected,2289,,6
BPMN,PostgreSQL,Undirected,2290,,6
Работа с ERP-системами,Анализ данных,Undirected,2291,,1
Научно-исследовательская работа,Графический дизайн,Undirected,2292,,5
Численные расчеты,Написание статей,Undirected,2293,,1
Организация и управление бизнес-процессами,Информационная грамотность,Undirected,2294,,60
Microsoft Excel,Microsoft Office,Undirected,2295,,7
Управление производством,Проведение маркетинговых исследований,Undirected,2296,,2
Анализ конкурентной среды,Графический дизайн,Undirected,2297,,1
Написание статей,Публичные выступления и проведение презентаций,Undirected,2298,,10
Знание основ в области маркетинга,Конструирование и сборка электроприборов,Undirected,2299,,1
Продвижение в социальных сетях,Обучаемость и адаптивность,Undirected,2300,,2
Javascript,UML,Undirected,2301,,5
Самоорганизованность,Критическое мышление,Undirected,2303,,7
Знание английского языка,Работа в команде,Undirected,2305,,68
Grafana,Apache Kafka,Undirected,2306,,2
Продажи,Проведение процедуры банкротства,Undirected,2307,,1
Управление продуктом,Самоорганизованность,Undirected,2308,,63
Microsoft Dynamics AX,Целеустремленность и работоспособность,Undirected,2309,,2
Анализ конкурентной среды,Финансовый анализ,Undirected,2310,,8
Анализ рынка,Организация и проведение рекламных кампаний,Undirected,2312,,10
Лидерство,Проведение маркетинговых исследований,Undirected,2313,,4
Поисковая оптимизация сайтов (SEO),Целеустремленность и работоспособность,Undirected,2314,,3
Microsoft Visio,Финансовый анализ,Undirected,2315,,2
Figma,Самоорганизованность,Undirected,2316,,1
Базовые знания ПК,Креативное мышление,Undirected,2317,,18
Составление карты пути клиента (CJM),Лидерство,Undirected,2318,,2
Написание и редактирование текстов,Самоорганизованность,Undirected,2319,,4
Конструирование и сборка электроприборов,Формирование технических заданий,Undirected,2320,,2
Adobe Photoshop,Google Docs,Undirected,2321,,1
Создание промо-роликов и анонсов,Управление проектами,Undirected,2322,,1
Анализ продаж,Внимательность,Undirected,2323,,4
Работа с Blockchain и цифровыми финансовыми активами,Коммуникативная грамотность,Undirected,2324,,1
UI/UX Дизайн,Продажи,Undirected,2325,,24
Знание основ в области маркетинга,Креативное мышление,Undirected,2326,,45
Знание основ в области маркетинга,Управление продуктом,Undirected,2327,,74
Microsoft Excel,Обслуживание клиентов банка,Undirected,2328,,6
Знание основ в области маркетинга,QA / Тестирование,Undirected,2329,,7
Организация и контроль промо-акций,Организация и проведение рекламных кампаний,Undirected,2330,,2
